Class,Student ID,Score
2,1092,72
1,1028,72
2,1082,0
1,1022,51
1,1013,39
2,1064,45
1,1017,44
1,1019,98
1,1027,24
1,1010,53
2,1072,55
1,1010,60
2,1085,68
1,1046,99
2,1087,5
1,1023,90
2,1100,93
1,1034,12
2,1075,13
2,1090,20
1,1034,75
1,1048,86
2,1082,82
2,1099,73
2,1058,35
2,1093,88
1,1048,3
2,1078,32
2,1090,57
1,1004,26
1,1023,53
2,1055,90
2,1085,92
2,1056,34
2,1059,27
2,1076,60
1,1019,75
2,1054,36
1,1004,23
1,1021,41
2,1064,96
1,1012,98
1,1043,41
1,1015,28
2,1052,40
2,1099,60
2,1059,59
1,1019,70
2,1089,20
1,1021,93
2,1054,4
2,1098,94
2,1085,68
1,1037,3
2,1065,76
1,1041,54
2,1080,91
1,1042,11
1,1010,33
2,1057,93
2,1079,44
2,1099,6
1,1024,85
2,1062,33
2,1088,21
1,1004,82
2,1098,58
2,1100,49
2,1061,20
2,1067,99
1,1037,53
2,1081,77
2,1054,89
1,1023,19
2,1059,74
1,1043,34
2,1080,0
1,1045,11
2,1079,90
2,1052,73
1,1041,60
1,1012,92
1,1007,52
1,1012,61
1,1034,39
1,1003,35
2,1052,47
2,1067,14
1,1022,26
2,1051,16
1,1020,86
2,1074,46
1,1022,77
2,1057,78
1,1030,55
1,1030,13
2,1077,32
2,1090,62
1,1034,29
1,1006,96
1,1041,30
2,1093,89
1,1002,4
1,1043,29
2,1058,92
2,1093,44
2,1089,14
1,1044,37
1,1005,72
2,1077,61
1,1039,48
1,1044,93
2,1054,39
1,1044,66
2,1063,69
2,1058,23
1,1036,69
1,1001,4
1,1030,84
2,1061,6
2,1081,96
2,1081,59
2,1080,85
1,1024,85
2,1089,4
2,1091,55
1,1032,41
1,1045,79
2,1084,58
2,1094,22
1,1044,82
1,1024,63
1,1037,62
1,1034,65
1,1020,30
1,1038,25
1,1018,2
1,1004,24
2,1094,95
2,1061,98
1,1025,84
1,1010,48
2,1088,20
2,1065,13
2,1079,16
1,1001,66
1,1012,28
1,1040,8
1,1044,89
2,1093,77
2,1070,27
2,1097,91
2,1093,18
1,1030,51
1,1028,64
1,1012,71
1,1044,3
1,1036,59
1,1004,49
1,1040,99
2,1080,26
2,1088,19
2,1056,72
2,1063,37
1,1005,61
2,1084,33
2,1052,61
2,1052,56
2,1095,72
1,1038,95
2,1078,1
1,1036,8
1,1019,48
1,1017,15
2,1082,38
1,1027,24
1,1036,48
2,1074,59
1,1017,17
1,1001,20
2,1071,23
1,1019,20
1,1013,6
1,1049,6
2,1067,29
1,1009,97
2,1065,70
1,1039,37
1,1001,44
2,1073,72
1,1050,7
1,1046,46
2,1054,25
2,1059,57
1,1001,44
1,1001,30
1,1014,85
1,1024,70
2,1055,92
1,1043,84
2,1059,99
2,1067,88
1,1049,49
1,1037,43
1,1018,82
1,1042,20
1,1016,49
1,1007,96
1,1011,37
1,1038,34
2,1070,83
1,1006,80
1,1037,87
2,1060,72
2,1084,43
2,1091,12
2,1080,18
2,1062,3
2,1077,76
2,1051,48
2,1100,28
1,1022,36
1,1019,41
2,1055,88
1,1027,76
2,1069,62
2,1085,75
1,1025,30
1,1002,2
1,1003,86
2,1100,43
2,1085,89
1,1001,57
2,1059,17
2,1058,64
1,1047,47
