Class,Student ID,Score
1,1011,81
2,1051,16
2,1071,62
1,1022,50
1,1027,46
1,1038,26
1,1033,35
1,1005,79
2,1069,2
1,1036,20
2,1073,96
1,1016,73
1,1016,59
2,1076,25
1,1033,32
1,1034,74
1,1007,30
1,1004,44
1,1041,79
2,1064,2
2,1086,83
1,1004,22
1,1045,31
1,1042,77
1,1050,62
2,1091,0
2,1089,67
1,1049,22
2,1062,76
2,1077,87
1,1037,38
2,1069,83
2,1080,58
2,1064,44
1,1042,27
1,1042,48
2,1061,90
1,1018,41
1,1012,52
2,1083,53
2,1068,81
1,1036,56
2,1074,70
1,1021,94
1,1009,22
2,1072,76
2,1074,53
2,1051,74
1,1023,63
1,1011,22
2,1065,60
2,1060,67
1,1020,20
1,1013,72
2,1093,18
2,1069,2
2,1066,55
1,1016,89
1,1039,13
2,1061,59
2,1068,44
1,1004,30
2,1062,77
1,1031,18
2,1070,21
2,1055,37
2,1092,22
2,1082,56
1,1008,7
1,1001,79
1,1017,32
2,1084,28
1,1044,18
2,1080,30
1,1035,43
1,1014,48
1,1024,87
1,1032,40
1,1050,71
2,1085,91
2,1061,13
2,1053,3
2,1053,64
2,1087,63
2,1052,43
1,1046,88
2,1054,47
1,1036,66
1,1015,78
1,1026,17
2,1072,5
1,1048,27
1,1036,86
1,1033,26
1,1019,25
1,1013,40
2,1059,88
1,1021,87
1,1050,36
2,1074,21
2,1065,48
2,1076,57
1,1002,66
2,1067,53
2,1051,15
1,1025,62
1,1030,97
1,1004,83
2,1088,44
1,1003,12
1,1011,95
2,1071,92
1,1015,64
2,1066,19
2,1052,36
2,1081,34
2,1067,84
2,1074,100
1,1029,81
1,1020,52
2,1091,22
2,1091,4
1,1005,51
1,1015,31
1,1025,14
1,1028,37
1,1004,44
1,1039,55
2,1089,64
2,1098,75
1,1021,35
1,1047,6
2,1074,73
1,1033,82
2,1092,22
1,1031,79
1,1028,2
2,1088,6
2,1062,34
1,1001,6
2,1062,53
1,1049,23
1,1025,54
2,1054,86
1,1007,75
1,1001,91
2,1077,22
2,1059,91
2,1082,60
2,1057,67
2,1094,85
2,1052,35
1,1014,54
1,1013,16
2,1100,44
1,1023,22
2,1059,26
1,1020,75
1,1038,77
2,1080,96
1,1028,37
2,1051,26
1,1007,30
2,1096,95
1,1034,31
1,1007,10
1,1045,42
2,1097,15
1,1010,61
1,1008,50
1,1013,88
1,1005,79
2,1053,100
1,1003,67
2,1051,99
1,1035,82
1,1016,54
1,1038,16
2,1052,85
2,1099,66
2,1070,90
1,1009,94
1,1001,67
1,1021,76
2,1066,80
2,1091,19
2,1096,79
2,1081,87
2,1096,31
1,1037,70
1,1041,63
1,1032,58
