Class,Student ID,Score
2,1063,29
1,1024,8
1,1002,67
2,1052,17
1,1033,41
2,1083,60
1,1017,18
2,1090,7
1,1042,30
1,1012,4
1,1045,82
2,1055,86
1,1024,86
1,1039,15
1,1002,47
1,1026,27
2,1066,33
2,1088,95
1,1006,85
1,1007,6
1,1020,96
1,1009,2
1,1029,71
2,1077,11
1,1033,6
1,1035,45
2,1100,84
2,1060,50
2,1067,71
1,1001,42
2,1064,90
1,1014,30
1,1042,96
2,1068,4
1,1006,78
1,1042,65
2,1094,28
1,1035,19
2,1091,44
2,1094,20
2,1061,46
2,1058,82
2,1086,31
2,1053,59
1,1019,50
2,1059,43
1,1007,93
2,1073,18
1,1040,69
2,1099,51
2,1095,16
2,1072,33
2,1070,94
2,1060,53
1,1018,66
1,1006,100
1,1041,32
2,1090,51
2,1053,56
1,1043,23
1,1049,75
1,1025,78
1,1018,33
2,1079,67
2,1083,65
2,1094,76
1,1030,52
2,1094,58
2,1074,9
1,1015,23
2,1059,15
2,1083,23
1,1029,68
1,1015,11
2,1059,48
1,1007,99
1,1047,94
2,1085,57
1,1038,87
2,1063,39
1,1028,44
2,1071,67
1,1017,69
2,1078,38
2,1081,73
1,1001,46
1,1041,86
2,1071,14
1,1002,84
1,1044,62
1,1004,4
1,1049,65
2,1055,77
2,1055,76
2,1094,55
2,1099,1
1,1023,76
2,1096,86
1,1023,40
2,1052,96
2,1080,2
1,1027,69
2,1057,16
2,1087,100
1,1023,78
1,1028,14
1,1039,90
2,1054,18
1,1006,59
1,1016,75
1,1028,67
2,1093,94
2,1093,28
1,1041,9
2,1098,57
2,1095,16
2,1068,82
1,1009,30
1,1007,20
2,1071,77
1,1047,70
1,1027,20
2,1087,45
2,1080,10
1,1023,52
2,1061,53
2,1080,33
1,1029,66
1,1003,24
2,1073,99
2,1083,2
2,1091,89
1,1034,100
1,1003,50
1,1036,96
2,1065,51
1,1013,78
1,1005,45
2,1082,52
1,1014,56
1,1047,55
2,1091,79
2,1078,92
1,1023,48
2,1068,73
1,1041,47
2,1098,61
2,1090,79
1,1028,40
2,1084,28
1,1039,46
1,1018,8
1,1028,51
2,1073,44
2,1061,26
2,1056,64
1,1050,73
2,1093,43
1,1008,22
1,1037,65
2,1097,44
2,1080,47
2,1074,83
2,1082,87
2,1073,94
1,1037,50
1,1030,50
1,1011,34
2,1067,26
2,1097,54
2,1083,24
1,1034,29
2,1082,45
2,1073,6
1,1041,84
1,1032,29
1,1008,68
2,1082,36
1,1038,8
1,1003,22
1,1007,20
1,1049,97
1,1008,30
2,1090,77
2,1088,69
1,1037,62
1,1030,43
2,1084,75
1,1028,94
2,1069,48
2,1098,58
1,1025,88
1,1049,75
1,1002,85
1,1019,43
2,1098,26
2,1059,99
1,1002,16
1,1004,26
1,1004,93
2,1078,50
1,1009,5
2,1086,42
2,1091,3
1,1031,47
1,1023,18
2,1057,72
1,1011,53
1,1006,85
1,1050,64
2,1098,70
1,1041,38
2,1056,45
1,1039,44
1,1020,1
1,1026,96
1,1032,70
1,1011,75
1,1002,27
