Class,Student ID,Score
2,1060,75
1,1024,66
2,1069,57
2,1065,17
2,1053,39
2,1066,89
2,1088,82
2,1085,45
1,1007,12
2,1087,98
1,1010,60
1,1040,37
2,1060,88
1,1005,20
1,1029,69
1,1041,75
1,1045,21
2,1094,41
1,1012,57
1,1008,53
2,1094,31
1,1044,80
2,1092,2
1,1011,16
1,1009,34
2,1068,54
1,1002,56
1,1050,14
1,1036,57
1,1007,95
1,1040,60
1,1043,79
2,1071,40
2,1071,94
2,1056,11
2,1064,84
2,1056,10
2,1093,86
2,1063,6
2,1078,62
2,1066,28
1,1011,29
1,1029,16
2,1079,49
1,1041,93
2,1056,20
1,1039,33
1,1039,59
1,1034,23
2,1076,58
1,1002,59
1,1047,57
2,1096,16
2,1082,54
2,1085,3
1,1008,53
2,1078,99
1,1043,58
2,1071,96
1,1043,36
1,1021,12
2,1086,41
2,1071,45
2,1065,35
2,1077,46
2,1063,16
1,1041,87
2,1099,4
2,1055,19
1,1008,23
1,1049,86
1,1045,90
2,1054,32
2,1056,99
2,1052,29
1,1003,66
1,1045,2
1,1038,71
1,1047,83
2,1094,82
2,1068,3
1,1026,39
1,1044,38
2,1087,16
1,1031,35
1,1004,94
2,1051,94
2,1093,32
2,1059,90
1,1021,66
2,1082,16
2,1082,54
1,1012,92
2,1075,93
1,1019,70
2,1093,16
2,1069,68
2,1074,24
2,1051,67
2,1053,99
2,1079,79
2,1061,99
1,1034,69
2,1075,57
1,1033,38
1,1031,70
2,1073,43
2,1075,65
1,1010,88
2,1074,22
2,1070,11
1,1034,0
2,1059,22
1,1021,96
2,1074,56
1,1045,38
2,1092,70
1,1002,79
1,1016,93
2,1069,43
2,1076,51
2,1092,13
1,1021,12
1,1041,43
1,1031,52
2,1088,78
2,1057,34
2,1079,96
2,1083,44
2,1055,50
2,1060,63
1,1009,11
1,1001,62
2,1057,40
1,1015,94
2,1095,79
2,1086,24
2,1065,85
1,1019,80
1,1019,11
2,1090,13
1,1003,96
1,1023,50
1,1019,9
2,1088,2
2,1059,5
2,1066,65
1,1049,37
1,1022,15
1,1014,12
2,1088,84
2,1094,23
2,1091,85
2,1064,18
1,1023,64
1,1039,52
1,1002,34
1,1037,4
1,1040,6
2,1081,0
1,1003,65
1,1011,96
2,1098,100
2,1078,79
2,1090,99
2,1052,45
2,1056,54
1,1005,55
2,1093,23
2,1072,52
1,1045,17
2,1067,60
2,1084,81
1,1035,11
1,1020,0
2,1068,99
1,1015,31
2,1066,86
2,1069,91
2,1051,4
1,1026,75
1,1002,69
2,1093,76
1,1047,86
2,1053,32
1,1028,55
2,1090,62
1,1040,96
2,1051,79
1,1045,42
2,1078,99
2,1095,47
2,1057,93
1,1003,16
