Class,Student ID,Score
2,1067,19
1,1047,31
2,1100,0
1,1043,4
1,1041,7
1,1006,88
1,1030,98
2,1051,64
1,1050,14
1,1006,55
1,1001,56
1,1043,15
2,1087,1
1,1045,72
1,1022,74
2,1087,40
2,1062,64
2,1056,4
1,1025,30
1,1032,79
1,1002,43
2,1091,65
2,1070,80
1,1022,53
2,1096,85
2,1090,32
1,1021,53
1,1025,69
1,1014,7
2,1084,99
2,1095,12
1,1009,54
2,1073,24
2,1056,56
1,1047,91
2,1060,23
2,1054,61
2,1094,77
1,1046,28
1,1006,8
2,1070,8
2,1099,59
2,1068,60
2,1074,93
1,1047,34
1,1023,48
1,1006,15
2,1069,20
2,1069,49
2,1098,37
1,1017,83
1,1048,38
2,1091,42
1,1049,46
1,1037,8
2,1088,92
2,1059,17
1,1017,55
2,1099,9
2,1092,66
1,1035,40
2,1079,7
2,1087,99
1,1040,8
1,1043,43
1,1031,99
1,1021,18
1,1038,61
1,1037,43
1,1042,77
2,1060,57
1,1022,67
2,1057,68
1,1034,76
1,1025,6
2,1061,95
1,1007,96
1,1048,83
1,1025,46
1,1022,0
2,1097,14
1,1027,83
2,1060,31
1,1004,92
1,1036,69
2,1061,37
1,1014,1
1,1003,11
2,1080,15
2,1083,78
1,1036,70
1,1015,15
1,1036,69
2,1067,31
1,1023,28
2,1073,73
1,1032,6
2,1087,20
1,1013,32
1,1022,41
2,1056,92
2,1087,17
1,1026,9
2,1063,27
2,1066,80
2,1052,15
2,1090,20
1,1021,86
1,1010,43
1,1050,19
1,1038,0
1,1040,94
1,1048,47
2,1062,77
1,1040,1
1,1031,98
1,1046,4
2,1084,57
2,1062,91
1,1040,37
2,1059,75
1,1041,28
1,1044,24
1,1007,86
2,1099,87
1,1014,93
1,1007,70
2,1100,42
1,1013,42
1,1001,19
1,1050,31
2,1096,19
1,1023,3
1,1027,36
2,1064,5
2,1051,69
1,1026,10
1,1026,100
1,1001,37
1,1021,24
2,1093,69
2,1062,1
2,1090,6
1,1006,68
2,1057,69
2,1069,25
2,1099,82
1,1005,85
2,1078,44
2,1069,71
2,1080,9
1,1014,42
1,1016,54
2,1072,50
2,1083,55
1,1018,19
2,1096,29
1,1029,92
2,1056,69
2,1059,17
1,1026,93
1,1047,16
1,1035,93
1,1045,95
2,1086,70
2,1093,45
2,1082,79
1,1027,75
1,1039,67
2,1052,96
2,1070,5
1,1020,28
1,1042,20
2,1054,34
1,1012,18
2,1059,55
2,1097,14
1,1034,65
2,1081,18
2,1065,26
2,1097,82
2,1072,96
1,1037,20
1,1042,82
1,1026,30
2,1055,26
1,1019,94
2,1100,22
2,1076,71
2,1086,2
1,1034,72
1,1018,14
2,1059,34
1,1008,55
1,1005,99
2,1086,92
2,1055,3
1,1005,77
1,1022,59
2,1095,35
1,1019,10
1,1049,1
1,1036,41
2,1097,20
1,1015,70
2,1069,75
2,1056,58
2,1064,11
2,1086,29
1,1009,74
1,1046,76
2,1078,39
1,1027,5
2,1058,58
1,1042,89
2,1092,10
2,1080,34
2,1073,44
1,1021,64
2,1084,77
2,1096,60
2,1071,53
2,1052,92
1,1027,92
1,1008,11
1,1033,57
2,1069,55
1,1005,85
1,1002,50
2,1055,56
1,1018,100
1,1004,4
1,1028,67
2,1066,19
2,1084,78
2,1080,89
2,1094,56
1,1037,36
2,1091,38
1,1049,54
1,1037,15
2,1081,94
1,1015,94
1,1025,18
1,1045,80
1,1044,19
1,1024,85
1,1003,7
2,1088,68
2,1083,81
1,1029,15
1,1005,34
2,1076,97
2,1069,2
2,1098,42
2,1057,53
1,1014,2
1,1044,76
2,1077,5
1,1014,73
2,1051,74
1,1015,99
1,1021,92
1,1013,20
1,1007,96
1,1047,41
1,1010,40
1,1035,81
1,1027,38
2,1053,18
1,1007,35
2,1072,74
2,1062,59
1,1029,22
2,1092,60
2,1077,5
1,1049,15
2,1053,17
2,1062,65
1,1003,38
2,1060,0
1,1041,66
1,1030,74
2,1085,24
2,1077,98
1,1010,86
1,1021,19
2,1092,45
2,1078,3
2,1066,96
2,1058,52
2,1072,73
1,1035,27
1,1024,91
2,1054,71
1,1006,23
2,1074,27
1,1020,28
1,1003,87
2,1079,11
2,1095,36
1,1001,92
2,1088,43
1,1042,37
1,1034,86
2,1061,89
1,1048,17
1,1013,57
2,1092,41
2,1055,51
1,1017,76
1,1021,47
1,1049,86
2,1095,10
2,1099,64
2,1100,52
1,1031,67
1,1020,50
2,1083,51
1,1041,33
2,1081,20
2,1066,9
1,1038,71
1,1050,24
1,1034,59
1,1041,100
1,1030,30
1,1022,16
1,1049,38
1,1016,16
1,1025,32
1,1006,44
2,1059,23
2,1093,85
1,1037,59
1,1028,15
1,1002,18
2,1055,98
2,1061,11
2,1057,58
1,1034,88
1,1025,9
1,1035,3
1,1019,56
1,1036,87
2,1087,19
2,1097,4
2,1062,5
2,1084,100
2,1051,56
1,1015,3
2,1071,50
1,1032,23
2,1092,50
1,1045,96
2,1064,97
2,1067,57
1,1004,68
2,1085,94
1,1038,82
1,1006,54
1,1039,88
1,1022,71
2,1084,52
2,1092,67
1,1015,72
1,1013,59
1,1025,44
1,1039,48
2,1081,38
1,1050,89
2,1058,26
2,1064,20
1,1042,21
2,1051,85
2,1060,72
1,1037,7
1,1036,88
2,1092,76
2,1071,40
1,1006,2
2,1100,91
1,1018,19
2,1099,6
2,1051,39
1,1044,38
1,1041,32
2,1089,4
1,1042,14
1,1012,3
2,1056,3
2,1060,99
1,1047,64
2,1057,32
1,1003,1
2,1071,71
1,1050,28
2,1081,43
2,1099,48
2,1061,12
2,1077,44
1,1034,27
1,1012,54
2,1059,55
1,1019,91
1,1034,63
2,1095,85
2,1082,27
2,1082,65
1,1034,41
2,1078,83
2,1092,18
2,1075,36
2,1078,63
2,1070,63
2,1081,79
1,1038,60
2,1067,83
1,1044,52
2,1063,86
2,1076,90
1,1036,6
2,1077,61
1,1010,89
2,1064,13
1,1008,65
1,1044,57
2,1087,96
2,1100,32
1,1046,69
2,1082,14
1,1048,38
2,1051,61
2,1084,19
1,1027,50
2,1056,66
1,1039,98
1,1002,53
1,1049,99
2,1067,30
2,1061,48
1,1033,30
1,1004,18
2,1091,49
2,1094,74
1,1015,40
2,1068,78
1,1040,40
1,1025,39
1,1014,82
2,1081,94
2,1098,14
2,1064,55
2,1071,53
1,1022,3
1,1043,49
1,1035,57
2,1078,62
1,1032,13
1,1001,3
2,1099,80
1,1009,0
1,1034,83
1,1038,75
1,1009,81
2,1078,96
2,1075,6
2,1087,49
2,1100,8
1,1033,38
1,1009,57
1,1031,48
2,1091,61
2,1058,81
1,1004,33
2,1080,39
1,1014,44
2,1055,81
1,1049,53
2,1059,61
2,1084,53
2,1070,63
1,1038,77
1,1031,4
1,1022,67
2,1054,50
2,1067,96
2,1079,24
1,1021,18
1,1047,36
2,1079,3
2,1087,37
2,1082,35
1,1021,35
1,1012,73
1,1027,91
2,1084,5
2,1073,99
2,1072,14
1,1033,4
2,1054,87
1,1014,28
2,1082,97
1,1032,68
1,1029,93
2,1068,1
2,1097,99
2,1066,67
2,1073,61
1,1030,9
2,1092,18
2,1059,31
1,1023,49
1,1029,39
2,1096,64
2,1051,45
2,1099,6
2,1077,59
1,1037,28
2,1070,66
2,1087,36
1,1030,86
2,1053,36
1,1021,67
2,1058,95
1,1033,95
1,1019,64
1,1008,83
1,1023,7
1,1013,73
1,1037,93
2,1091,9
1,1048,20
2,1087,9
1,1021,86
1,1019,87
1,1003,100
1,1032,95
1,1030,86
1,1013,51
2,1055,30
1,1008,48
2,1064,12
2,1099,8
1,1008,42
1,1018,100
2,1075,42
2,1070,16
2,1055,8
